t,S_obs,E_obs,I_obs,R_obs,S_true,E_true,I_true,R_true
28.578,0.9829018522011465,0.025378719021338442,0.020986504562347793,0.02286190124220359,0.9347711494667845,0.023684865951916333,0.018523109171575115,0.02302087540972428
28.584,0.9080034732731359,0.02013765035453831,0.017165390643994492,0.02854505417760023,0.9347503688722262,0.023691433656559503,0.018528429692318896,0.02302976777889562
28.59,1.1026874251529184,0.022949771320555395,0.019883648349315396,0.028265106769317448,0.9347295827709726,0.023698002926803245,0.018533751599979855,0.023038662702244483
28.596,0.865868838426276,0.02315759781664987,0.019517800814092535,0.021954724463172298,0.934708791161856,0.023704573762876057,0.018539074894831514,0.023047560180436688
28.602,0.7993641701934172,0.024230913899030468,0.018838626325713575,0.022300598997420453,0.9346879940437083,0.02371114616500637,0.018544399577147406,0.023056460214138208
28.608,0.9987975238410649,0.023275674755461894,0.02010228522448316,0.029106247364181586,0.9346671914153615,0.023717720133422562,0.01854972564720106,0.02306536280401515
28.614,1.0344436702873534,0.02611785836872527,0.019081558973986893,0.019093558977956827,0.9346463832756475,0.02372429566835296,0.018555053105266006,0.02307426795073374
28.62,0.8681411240263976,0.027920760731197314,0.021139752562441105,0.02384345071553394,0.9346255696233983,0.02373087277002582,0.018560381951615787,0.023083175654960358
28.626,1.1641157439071885,0.02816204332573108,0.01668821825245013,0.023199818579336257,0.9346047504574454,0.023737451438669354,0.01856571218652394,0.0230920859173615
28.632,0.9991123145786824,0.028703754369701653,0.020615252530857872,0.024512014484162938,0.9345839257766207,0.023744031674511706,0.018571043810264,0.023100998738603808
28.638,1.064819341026986,0.020885316061422358,0.019270239983763877,0.02196732316981003,0.9345630955797557,0.023750613477780975,0.018576376823109513,0.02310991411935405
28.644000000000002,0.8925734227842304,0.0215481061236042,0.021629729595941546,0.019170021027355443,0.9345422598656818,0.02375719684870519,0.018581711225334026,0.023118832060279135
28.650000000000002,0.8731148432150002,0.029257767414072176,0.021083064549882385,0.02642577503181234,0.9345214186332307,0.02376378178751233,0.018587047017211082,0.023127752562046102
28.656000000000002,0.9533578896055699,0.02206951477042783,0.01942171240650442,0.02841977508670758,0.9345005718812336,0.023770368294430317,0.018592384199014236,0.02313667562532212
28.662,0.47962046278122883,0.022574046458889288,0.017458413845178024,0.02206379732083899,0.9344797196085217,0.02377695636968701,0.018597722771017035,0.023145601250774493
28.668,1.1583874462852137,0.025667786775567022,0.017287927711692675,0.02218799122336467,0.9344588618139263,0.023783546013510216,0.018603062733493037,0.023154529439070672
28.674,0.8778138209573169,0.02202043495737982,0.01895093571047127,0.01996394791842437,0.9344379984962785,0.02379013722612769,0.018608404086715803,0.023163460190878227
28.68,0.9761480188949146,0.023686513081103134,0.01880646087798473,0.024281318131511638,0.9344171296544094,0.02379673000776712,0.018613746830958882,0.023172393506864866
28.686,0.8109477330694567,0.019202742663043768,0.013172464905700796,0.023863849947486332,0.9343962552871498,0.023803324358656133,0.018619090966495846,0.023181329387698433
28.692,0.9434286578700984,0.03034710573734712,0.015096432815680351,0.026915251123320705,0.9343753753933307,0.023809920279022314,0.018624436493600252,0.0231902678340469
28.698,1.0069168392107641,0.01720161126185301,0.019567164627964418,0.021429394643000976,0.9343544899717829,0.02381651776909318,0.01862978341254567,0.023199208846578383
28.704,0.9777731965529713,0.026502794622350778,0.01712647212270904,0.024471036862388846,0.9343335990213373,0.023823116829096193,0.018635131723605668,0.023208152425961123
28.71,0.778394384465401,0.027779568589336577,0.018824063056340042,0.029050137744013202,0.9343127025408241,0.02382971745925876,0.018640481427053816,0.023217098572863498
28.716,0.8067614110957815,0.0275293049882559,0.017915151391668542,0.024915932563294687,0.9342918005290742,0.023836319659808227,0.018645832523163687,0.023226047287954018
28.722,0.8484891205680398,0.02117969422057606,0.017908277570800078,0.026512887398964406,0.9342708929849182,0.02384292343097188,0.018651185012208856,0.023234998571901335
28.728,0.9006466313020267,0.024241923672339807,0.017834992542487552,0.021474927430492344,0.9342499799071862,0.023849528772976962,0.018656538894462903,0.02324395242537422
28.734,0.9940855353025768,0.022818636773733032,0.023211764151162596,0.024738497781209564,0.9342290612947086,0.023856135686050644,0.01866189417019941,0.023252908849041593
28.740000000000002,0.8165776562204827,0.028006685128221482,0.019048051134276257,0.020020987476055564,0.9342081371463157,0.023862744170420048,0.018667250839691955,0.0232618678435725
28.746000000000002,0.7417830249283154,0.014264345244115658,0.013610373566265457,0.029932050718089655,0.9341872074608377,0.023869354226312228,0.01867260890321413,0.02327082940963612
28.752,0.9402122585478586,0.023059913822655684,0.019870603215210798,0.028833750305273454,0.9341662722371048,0.02387596585395419,0.01867796836103951,0.023279793547901766
28.758,0.8603888391778457,0.028517948530600922,0.01871935214328985,0.024495487097188382,0.9341453314739467,0.023882579053572894,0.018683329213441697,0.023288760259038893
28.764,0.7555562401798287,0.024257342460313098,0.014300186492242208,0.024355363112808975,0.9341243851701936,0.023889193825395214,0.01868869146069428,0.023297729543717085
28.77,1.033266291044056,0.02241456268641032,0.01899575805457889,0.024284190646357392,0.9341034333246753,0.023895810169647994,0.018694055103070855,0.023306701402606052
28.776,0.7399277465069138,0.020931957256028973,0.019969585827968473,0.0263507588360241,0.9340824759362215,0.023902428086558,0.018699420140845014,0.02331567583637565
28.782,0.9249629169388166,0.019612296541425118,0.02066219267371141,0.03464724168377354,0.934061513003662,0.02390904757635196,0.018704786574290356,0.02332465284569586
28.788,0.8512450246933648,0.020542227415216524,0.024725337306258366,0.025736040082283234,0.9340405445258264,0.023915668639256527,0.018710154403680488,0.0233336324312368
28.794,0.8762099756985381,0.023294109130339653,0.023228607337406948,0.022687095130421085,0.9340195705015442,0.02392229127549831,0.01871552362928901,0.023342614593668726
28.8,0.7894968606855451,0.022038844621222853,0.01920409112731783,0.023593536810820298,0.9339985909296448,0.02392891548530385,0.018720894251389533,0.023351599333662022
28.806,0.9383462795149292,0.025070655297923555,0.019820909078414828,0.024734305398194774,0.9339776058089577,0.023935541268899643,0.018726266270255656,0.023360586651887207
28.812,0.9468576500797533,0.019241604668130758,0.021584254804710837,0.02090037626430793,0.9339566151383122,0.023942168626512113,0.018731639686161,0.023369576549014937
28.818,0.8339231423308864,0.027512584225223555,0.017926519716813354,0.02708338107601265,0.9339356189165374,0.023948797558367645,0.018737014499379173,0.023378569025716
28.824,1.0336613383142228,0.022237634788229883,0.02128312473262363,0.026044376285778006,0.9339146171424626,0.023955428064692547,0.01874239071018379,0.023387564082661315
28.830000000000002,1.050392258293933,0.025565297524233255,0.021815432482473463,0.03207478781033588,0.9338936098149168,0.02396206014571308,0.018747768318848473,0.023396561720521937
28.836000000000002,0.9562130603228874,0.024030974552169508,0.020854327117853944,0.025633518706223754,0.9338725969327288,0.023968693801655457,0.018753147325646837,0.02340556193996906
28.842000000000002,0.8528677504609504,0.0233157190601671,0.01623087782141998,0.024714736618699287,0.9338515784947279,0.023975329032745813,0.01875852773085251,0.023414564741674006
28.848,1.1751842225222047,0.0242174528867545,0.02201416082917247,0.03431714521512909,0.9338305544997426,0.023981965839210237,0.01876390953473911,0.023423570126308222
28.854,0.8441309450453377,0.02477617196232664,0.021796536567756826,0.02200688393989148,0.9338095249466019,0.02398860422127477,0.01876929273758027,0.023432578094543317
28.86,0.9902446803928263,0.02502502886521119,0.018250481234251964,0.029876492432672794,0.9337884898341342,0.023995244179165376,0.01877467733964962,0.023441588647051002
28.866,0.9889142257893028,0.01780374458210361,0.020225084126101592,0.023061516362151396,0.9337674491611683,0.02400188571310798,0.018780063341220794,0.023450601784503144
28.872,0.9453618225274286,0.02488789076722913,0.021003175561561907,0.02425882924271309,0.9337464029265327,0.024008528823328434,0.01878545074256742,0.023459617507571733
28.878,0.8401083177049787,0.03677430980141749,0.019706465390469486,0.02319533661484753,0.9337253511290556,0.024015173510052546,0.018790839543963135,0.023468635816928894
28.884,1.0867184972137183,0.019480410699213302,0.019574442933216984,0.0277118084272479,0.9337042937675657,0.024021819773506058,0.018796229745681584,0.02347765671324689
28.89,0.8212742730631911,0.02475830944535106,0.01668364091872258,0.018073819522500482,0.933683230840891,0.02402846761391466,0.018801621347996404,0.02348668019719811
28.896,0.7501693240514702,0.02078209314119362,0.020074480498444028,0.026145513532749798,0.9336621623478599,0.02403511703150398,0.01880701435118124,0.023495706269455092
28.902,1.3698090740714857,0.02483518277967897,0.02026237973704095,0.026720476639488983,0.9336410882873004,0.024041768026499596,0.01881240875550974,0.02350473493069049
28.908,1.0114565339507073,0.03187019001912225,0.024963586479419615,0.021471463643507577,0.9336200086580405,0.024048420599127016,0.01881780456125555,0.0235137661815771
28.914,0.8935737092959074,0.02545253201318674,0.016538623036480203,0.02585901064320491,0.9335989234589084,0.02405507474961171,0.01882320176869232,0.023522800022787855
28.92,0.9616077358926052,0.027518965528928508,0.02596799857542286,0.02182835950319861,0.9335778326887316,0.02406173047817907,0.018828600378093703,0.023531836454995816
28.926000000000002,0.9214500886589936,0.02517327449333003,0.019197298996909563,0.02163287323801978,0.9335567363463382,0.02406838778505444,0.018834000389733357,0.023540875478874186
28.932000000000002,1.0665119333310762,0.01727484573384124,0.020088703161450987,0.02268195240319756,0.9335356344305559,0.02407504667046312,0.01883940180388494,0.02354991709509629
28.938,0.9252127127987838,0.02372653200933846,0.015382183776186031,0.020065739608006346,0.9335145269402122,0.02408170713463032,0.01884480462082211,0.02355896130433559
28.944,1.078081811669935,0.02538928088395212,0.018577316678660385,0.025899430038500922,0.9334934138741348,0.024088369177781233,0.01885020884081853,0.023568008107265698
28.95,0.7622440973347728,0.024500161221741628,0.019653476008083114,0.02662621486092562,0.933472295231151,0.024095032800140963,0.018855614464147866,0.023577057504560343
28.956,0.909273605366378,0.026443125869829998,0.019013790722167148,0.025075907019301506,0.9334511710100885,0.024101698001934572,0.018861021491083783,0.023586109496893385
28.962,1.0514624988760979,0.02962412127792707,0.019188808867217917,0.026241852055116224,0.9334300412097744,0.02410836478338706,0.018866429921899956,0.023595164084938836
28.968,0.9697099946312836,0.02157938070143024,0.022464188096532854,0.022143459392214633,0.933408905829036,0.02411503314472337,0.01887183975687005,0.02360422126937082
28.974,1.0069054058141698,0.0226899675200816,0.01650000936963729,0.02991650304998129,0.9333877648667005,0.02412170308616839,0.018877250996267744,0.02361328105086361
28.98,0.9470099878558743,0.03532384039296412,0.02245838578273582,0.02228180403736354,0.933366618321595,0.024128374607946944,0.018882663640366715,0.023622343430091605
28.986,0.6959842235400704,0.022824865269637826,0.01765898998896029,0.02933236477406759,0.9333454661925464,0.024135047710283814,0.018888077689440636,0.02363140840772935
28.992,1.3172798770464613,0.023755580746921284,0.01841596638163901,0.02450468292938264,0.9333243084783818,0.024141722393403706,0.018893493143763197,0.02364047598445151
28.998,0.7691381359199195,0.02314188557864556,0.0234438535501153,0.025499640861924404,0.933303145177928,0.02414839865753128,0.018898910003608074,0.02364954616093289
29.004,0.7665505578765485,0.029516081971277405,0.016430721690117365,0.023029807004436752,0.9332819762900117,0.02415507650289114,0.018904328269248958,0.023658618937848423
29.01,0.973248441347936,0.02537846853123563,0.014945839165274236,0.023112945121580578,0.9332608018134597,0.024161755929707825,0.018909747940959534,0.023667694315873188
29.016000000000002,0.8747588154925086,0.026151479796728522,0.020499112029106505,0.027357523845716734,0.9332396217470985,0.02416843693820582,0.018915169019013495,0.023676772295682387
29.022000000000002,0.9386367472141391,0.023372708865331698,0.019033022156933026,0.021598124553358394,0.9332184360897547,0.024175119528609557,0.018920591503684532,0.02368585287795136
29.028000000000002,0.8735673139860024,0.01852125143938997,0.016050289289463303,0.020055278462351885,0.9331972448402549,0.024181803701143405,0.018926015395246343,0.023694936063355588
29.034,0.7497865427990221,0.022239848134713306,0.01655161028493071,0.025557065636754594,0.9331760479974253,0.024188489456031678,0.01893144069397262,0.02370402185257066
29.04,0.8883611302740767,0.024704720223713034,0.019902074136077454,0.027152781915261628,0.9331548455600922,0.024195176793498634,0.018936867400137072,0.023713110246272335
29.046,0.7852821631944452,0.018161952090163105,0.017694962458030646,0.028304587547272532,0.9331336375270819,0.024201865713768474,0.018942295514013396,0.023722201245136486
29.052,0.9840713859473885,0.02877224770358943,0.01612912552751746,0.02271427722017787,0.9331124238972205,0.02420855621706534,0.018947725035875298,0.023731294849839116
29.058,0.7560239996447388,0.030351265068902098,0.020020022393908214,0.020993538596529443,0.933091204669334,0.024215248303613317,0.018953155965996487,0.02374039106105637
29.064,0.8400824111850944,0.025644330701662988,0.02034737046542178,0.02560139968254248,0.9330699798422486,0.02422194197363643,0.018958588304650668,0.023749489879464528
29.07,0.9619762527418775,0.02803025897891774,0.02057402902794634,0.02912370982194023,0.93304874941479,0.02422863722735865,0.018964022052111555,0.023758591305739995
29.076,0.8019011084880776,0.030905473856233736,0.017525755886257578,0.026948039830068465,0.9330275133857842,0.024235334065003895,0.018969457208652864,0.02376769534055932
29.082,1.2404923264747612,0.024444883148944635,0.016977628714852994,0.020428338356948857,0.9330062717540567,0.024242032486796017,0.01897489377454831,0.023776801984599177
29.088,0.907225528745485,0.027430723988682612,0.019742988265508778,0.0236020278381048,0.9329850245184335,0.024248732492958815,0.018980331750071612,0.023785911238536385
29.094,1.099797623222209,0.02600061382255489,0.013493878705711235,0.020788292850230723,0.9329637716777398,0.024255434083716033,0.018985771135496488,0.023795023103047885
29.1,0.9981339854171196,0.02934289029039529,0.023439244411729485,0.023951053324960492,0.9329425132308015,0.024262137259291355,0.018991211931096666,0.02380413757881076
29.106,0.9997680376525804,0.027704448006911717,0.014461190452490204,0.021382289978895016,0.9329212491764437,0.024268842019908407,0.018996654137145873,0.023813254666502224
29.112000000000002,0.9161541215547131,0.030295075491105095,0.018787883034917685,0.026734590321648904,0.932899979513492,0.02427554836579076,0.019002097753917833,0.023822374366799622
29.118000000000002,1.0026802328605868,0.026949022829538847,0.014973273058179437,0.02123448126546379,0.9328787042407716,0.024282256297161926,0.019007542781686277,0.023831496680380437
29.124000000000002,0.7467963794469824,0.01649131363680033,0.016471023696573047,0.019088486277078105,0.9328574233571076,0.02428896581424536,0.019012989220724943,0.023840621607922285
29.13,0.846501146039596,0.022566893863067986,0.02101874833064293,0.023694765122450372,0.9328361368613253,0.02429567691726446,0.019018437071307556,0.023849749150102913
29.136,0.865537208797331,0.028658889999595413,0.021297181524546453,0.0187589905045209,0.9328148447522496,0.02430238960644257,0.019023886333707864,0.02385887930760021
29.142,1.0142471314450074,0.029576948264443435,0.014908076212513693,0.020578901330919143,0.9327935470287054,0.024309103882002973,0.019029337008199605,0.02386801208109219
29.148,0.8811197793473521,0.019717734842071646,0.01803010679125252,0.017941392268279805,0.9327722436895178,0.024315819744168892,0.019034789095056518,0.023877147471257007
29.154,0.7680676546011691,0.02340470668564194,0.01775283570333003,0.01966658612665294,0.9327509347335114,0.0243225371931635,0.01904024259455235,0.02388628547877294
29.16,0.8584872817608056,0.02451538989306683,0.01759315520703735,0.021495633307035317,0.932729620159511,0.02432925622920991,0.01904569750696085,0.023895426104318412
29.166,1.1185589979279313,0.02581878851464076,0.019745722900157886,0.019854831045936987,0.9327082999663413,0.02433597685253117,0.019051153832555758,0.023904569348571977
29.172,0.9712626060626673,0.022932412952995158,0.01601984174425768,0.03800190251528582,0.9326869741528296,0.024342699063348395,0.019056611571609913,0.023913715212212288
29.178,1.0518067923572978,0.0321166083215946,0.018866053408160492,0.02746047298437114,0.9326656427178188,0.02434942286187206,0.019062070724391617,0.023922863695917746
29.184,1.3093440051716294,0.026849939031444187,0.01703486128174733,0.020535887543779847,0.9326443056601376,0.024356148248321413,0.019067531291174555,0.023932014800366715
29.19,0.884423856907634,0.0258046674236524,0.031574257206044495,0.027845617861308822,0.9326229629786115,0.024362875222917624,0.019072993272233454,0.023941168526237688
29.196,0.7797246501218124,0.02536788120271441,0.019984875155133877,0.02871114426502972,0.932601614672066,0.024369603785881794,0.01907845666784303,0.0239503248742093
29.202,0.7688957766489718,0.027143400020267574,0.019772315085463017,0.021974550947844586,0.932580260739327,0.02437633393743494,0.019083921478277997,0.023959483844960324
29.208000000000002,1.0442210645107974,0.029263074232246302,0.019959262932263723,0.019843688997433148,0.9325589011792195,0.024383065677798015,0.019089387703813052,0.023968645439169663
29.214000000000002,0.7870816260364263,0.026722195326356155,0.02036271059413296,0.02735734954623987,0.9325375359905691,0.0243897990071919,0.019094855344722897,0.02397780965751635
29.22,1.0882764490297052,0.024341607309322704,0.020796674291973828,0.032351715015749224,0.932516165172201,0.02439653392583739,0.019100324401282204,0.02398697650067955
29.226,0.8927446439628703,0.03439473249856014,0.01728338351555697,0.0209613284492065,0.9324947887229408,0.024403270433955224,0.019105794873765666,0.02399614596933858
29.232,1.1030331259920116,0.023019997400874348,0.017175630729957238,0.023410661065279743,0.9324734066416134,0.024410008531766062,0.019111266762447947,0.024005318064172883
29.238,0.7036225370467585,0.03050212962798674,0.024144697559186246,0.02212710506897816,0.932452018927044,0.024416748219490483,0.019116740067603707,0.02401449278586202
29.244,0.8782237649386555,0.01848394698348217,0.018953351928024994,0.028720644595053493,0.9324306255780579,0.024423489497349,0.019122214789507604,0.024023670135085707
29.25,0.8327840414114154,0.029980069310380882,0.02392206066740853,0.021090326387681248,0.9324092265934801,0.02443023236556205,0.019127690928434277,0.024032850112523783
29.256,0.778460571675316,0.025161300669648532,0.023742175437447107,0.0213250075016988,0.9323878219721357,0.02443697682435,0.019133168484658368,0.024042032718856226
29.262,0.9154594956210632,0.02977637543983082,0.020464528606623317,0.015793644251234987,0.9323664117128494,0.024443722873933146,0.019138647458454505,0.024051217954763147
29.268,0.7297926897537461,0.026327269894349768,0.02288178885245944,0.027767093719396632,0.9323449958144464,0.024450470514531697,0.019144127850097312,0.02406040582092479
29.274,0.8261438453662407,0.02034544158972031,0.024276882377626315,0.028267723658570974,0.9323235742757515,0.024457219746365808,0.0191496096598614,0.02406959631802153
29.28,0.9441949698605809,0.028558934760709413,0.02016715566906491,0.02578016341959782,0.9323021470955895,0.02446397056965555,0.01915509288802137,0.02407878944673389
29.286,0.9739652307282153,0.020421039242275115,0.016147820053933934,0.024571565995302247,0.9322807142727849,0.02447072298462092,0.019160577534851824,0.02408798520774251
29.292,0.7841873642106776,0.03039583921309892,0.023302627533341506,0.02588631448099586,0.9322592758061629,0.024477476991481843,0.01916606360062735,0.024097183601728172
29.298000000000002,0.6676503388259202,0.02297105047183542,0.01808276758527317,0.02535821839808794,0.9322378316945478,0.024484232590458177,0.01917155108562253,0.024106384629371792
29.304000000000002,1.056869778548591,0.019502790654445,0.018075868512819126,0.025384295624100772,0.9322163819367641,0.0244909897817697,0.01917703999011193,0.02411558829135442
29.310000000000002,0.8035555091229251,0.031774060760606404,0.017438059738053735,0.01938783194610078,0.9321949265316367,0.024497748565636114,0.019182530314370123,0.024124794588357246
29.316,1.1005599433576534,0.023145348705638776,0.02303295167850058,0.02461598424936683,0.93217346547799,0.02450450894227706,0.019188022058671653,0.024134003521061573
29.322,0.9783910421646174,0.023364954867794444,0.022706947768599526,0.020848208826076388,0.9321519987746482,0.024511270911912096,0.019193515223291085,0.024143215090148874
29.328,1.3658411051173296,0.02441794296618323,0.02348179091014327,0.02964311327176169,0.9321305264204358,0.02451803447476071,0.019199009808502948,0.024152429296300723
29.334,0.9594933219117422,0.026289673599751658,0.015066333145960545,0.026186329110794465,0.9321090484141773,0.02452479963104232,0.019204505814581777,0.024161646140198844
29.34,0.8624066356682745,0.02777966618733725,0.013639975222177346,0.021693803610894062,0.9320875647546968,0.02453156638097626,0.019210003241802096,0.024170865622525094
29.346,1.0057186992963656,0.02460708267251566,0.019304526905916778,0.02210770438131808,0.9320660754408185,0.0245383347247818,0.01921550209043842,0.024180087743961458
29.352,0.8841994362594118,0.023542657807083197,0.031235837085018425,0.02422765649589696,0.9320445804713667,0.024545104662678136,0.019221002360765255,0.024189312505190064
29.358,0.7931417789285445,0.02846129706792152,0.01911140622447437,0.023293308508094038,0.9320230798451655,0.024551876194884394,0.019226504053057106,0.02419853990689317
29.364,0.9668510659705128,0.02415279112840146,0.023653486143206903,0.023386912043411565,0.932001573561039,0.024558649321619615,0.01923200716758846,0.024207769949753162
29.37,1.0829074583162948,0.026587027027366095,0.02198673743751835,0.0331203950855741,0.9319800616178111,0.02456542404310278,0.019237511704633798,0.02421700263445257
29.376,1.02790566822391,0.0232235793709836,0.021303607655507362,0.02559223334842317,0.9319585440143058,0.02457220035955279,0.019243017664467604,0.024226237961674058
29.382,1.0715552029898854,0.025486433226314786,0.01822164730930156,0.03202279887530047,0.931937020749347,0.024578978271188472,0.019248525047364337,0.024235475932100414
29.388,0.9506627777804126,0.030393906161125205,0.017237677992289476,0.022087421475703285,0.9319154918217586,0.024585757778228585,0.019254033853598456,0.024244716546414573
29.394000000000002,0.789729369087536,0.018813132224028084,0.018346802255504887,0.025293373830269486,0.9318939572303644,0.024592538880891808,0.01925954408344442,0.02425395980529959
29.400000000000002,0.7207530596734236,0.02602261260097905,0.018241857036372204,0.023429223602732644,0.9318724169739881,0.024599321579396757,0.019265055737176663,0.02426320570943867
29.406000000000002,1.0029288081596794,0.024015849358601668,0.015502059250325708,0.02579781714086801,0.9318508710514535,0.024606105873961965,0.019270568815069628,0.02427245425951514
29.412,0.9174012861412971,0.027736820507375297,0.018342696510004357,0.03304349999971434,0.9318293194615841,0.02461289176480589,0.01927608331739773,0.024281705456212464
29.418,0.8241284859194905,0.02497353777608025,0.020217914062784576,0.025499535790341647,0.9318077622032036,0.02461967925214693,0.0192815992444354,0.024290959300214247
29.424,0.8911763984895723,0.024936133524740237,0.024214382478844713,0.026322305907129587,0.9317861992751355,0.0246264683362034,0.01928711659645704,0.024300215792204222
29.43,0.9750682840065051,0.019905561999300474,0.01807947503664054,0.02983208448624293,0.9317646306762033,0.024633259017193546,0.019292635373737058,0.024309474932866258
29.436,0.9289765775545672,0.029149571247358574,0.013393767341569471,0.02675549076994641,0.9317430564052305,0.024640051295335537,0.019298155576549843,0.02431873672288435
29.442,0.8832134962306515,0.027024630123192034,0.019567636789610574,0.024150700899633906,0.9317214764610403,0.02464684517084747,0.01930367720516979,0.024328001162942644
29.448,0.8383823798257979,0.025979079521771666,0.014997080301263621,0.025213211002320664,0.9316998908424562,0.02465364064394737,0.019309200259871262,0.024337268253725404
29.454,1.1107025345023338,0.02171447068391734,0.01868913530240565,0.02553865149856566,0.9316782995483014,0.024660437714853187,0.019314724740928643,0.024346537995917038
29.46,0.9707612032464837,0.026086360807291837,0.020123430053699157,0.022780249954732584,0.9316567025773991,0.024667236383782803,0.019320250648616286,0.024355810390202084
29.466,0.8803566219973209,0.027245756534537556,0.016525663730172033,0.020448408321415278,0.9316350999285724,0.02467403665095402,0.01932577798320855,0.02436508543726522
29.472,0.9633311917807075,0.024303520196087395,0.020941500045360623,0.022881086670846637,0.9316134916006447,0.02468083851658457,0.01933130674497978,0.024374363137791243
29.478,0.8176572070036253,0.02272733261604214,0.01912634420068277,0.02310579437155784,0.9315918775924387,0.024687641980892114,0.01933683693420431,0.024383643492465103
29.484,0.8274355348304049,0.02579408557443295,0.024529248554387612,0.020756164610846284,0.9315702579027776,0.024694447044094237,0.01934236855115647,0.024392926501971876
29.490000000000002,0.936826622221481,0.0196894595806056,0.019368038181607417,0.023131824948145717,0.9315486325304844,0.024701253706408452,0.019347901596110585,0.024402212166996767
29.496000000000002,1.0198203399957209,0.025068236955589164,0.024368870702560923,0.025533248783297782,0.9315270014743819,0.024708061968052194,0.019353436069340965,0.024411500488225126
29.502,1.1188068528213686,0.027817347493723783,0.019105122405700656,0.026767549370464272,0.931505364733293,0.02471487182924283,0.01935897197112191,0.024420791466342424
29.508,0.890215807402562,0.01880276432132638,0.018589030406850195,0.02400710899409429,0.9314837223060406,0.024721683290197662,0.019364509301727728,0.02443008510203428
29.514,0.8607455218461622,0.025502905935789383,0.015156938745098705,0.023816469952346882,0.9314620741914472,0.024728496351133902,0.019370048061432703,0.02443938139598644
29.52,1.0031144391539781,0.02244483735625922,0.017231045402219262,0.029505801437719626,0.9314404203883356,0.024735311012268696,0.019375588250511114,0.02444868034888479
29.526,0.8080867468081107,0.0337544191560925,0.021376605666718996,0.026670958972447298,0.9314187608955286,0.024742127273819123,0.019381129869237238,0.024457981961415336
29.532,0.6968639297231627,0.027740146264166723,0.02537482400898902,0.020797735903967222,0.9313970957118485,0.024748945136002183,0.01938667291788533,0.024467286234264234
29.538,1.03570715980439,0.019646814867344764,0.015386072856382283,0.022138800548708086,0.931375424836118,0.024755764599034797,0.01939221739672966,0.024476593168117764
29.544,1.0858114167400792,0.030637901845516693,0.016914218489312082,0.026329728065859724,0.9313537482671596,0.024762585663133826,0.019397763306044463,0.024485902763662342
29.55,0.8045743391165845,0.025595251457917023,0.019855506307583502,0.02006840183117634,0.9313320660037957,0.024769408328516047,0.019403310646103986,0.024495215021584527
29.556,0.9766020870455395,0.021960224293061003,0.017281934127757397,0.02442188098311364,0.9313103780448486,0.02477623259539817,0.019408859417182463,0.024504529942571
29.562,0.6765216646738405,0.024780094565245204,0.01899300215611274,0.02593555707993429,0.9312886843891407,0.02478305846399683,0.019414409619554113,0.024513847527308584
29.568,0.8577430944146078,0.023733082639687344,0.01878861235842327,0.02402769704441724,0.9312669850354942,0.024789885934528588,0.019419961253493153,0.024523167776484233
29.574,1.0707876350350005,0.027017974343352534,0.017149522288269985,0.03155395143756715,0.9312452799827314,0.02479671500720993,0.019425514319273793,0.024532490690785034
29.580000000000002,0.7790258147532925,0.02091640439934821,0.02108421517677849,0.026900124969800664,0.9312235692296745,0.024803545682257275,0.01943106881717023,0.02454181627089821
29.586000000000002,1.0777987239361408,0.023429627652948704,0.02580755014255432,0.021960087289671804,0.9312018527751454,0.024810377959886963,0.01943662474745666,0.024551144517511125
29.592000000000002,1.3548135055383612,0.02579337231197158,0.01894961121005214,0.03082782532111331,0.9311801306179665,0.024817211840315268,0.019442182110407262,0.02456047543131126
29.598,0.9925735047158092,0.02796161204884381,0.021353156482248035,0.0228489177102477,0.9311584027569594,0.024824047323758373,0.019447740906296206,0.024569809012986246
29.604,0.8110924958559301,0.023094484583520866,0.023068098981890977,0.022116072958786946,0.9311366691909463,0.024830884410432415,0.019453301135397675,0.024579145263223842
29.61,1.0515731815310165,0.02725839511730159,0.016211179297003615,0.027488690425432453,0.931114929918749,0.02483772310055344,0.019458862797985813,0.024588484182711947
29.616,0.7741299676702367,0.028081068636204243,0.02361942821572239,0.021350096251480738,0.9310931849391895,0.02484456339433742,0.01946442589433478,0.024597825772138586
29.622,1.036153582407321,0.026322570367594743,0.018767996922503735,0.023101632603496968,0.9310714342510893,0.024851405292000264,0.019469990424718718,0.02460717003219192
29.628,1.094397699882917,0.021661432946093864,0.015831815013084168,0.02441453210196582,0.9310496778532704,0.024858248793757795,0.019475556389411754,0.024616516963560247
29.634,0.9934206019552417,0.028416623687582375,0.01918083371959835,0.027198838250552575,0.9310279157445545,0.024865093899825778,0.019481123788688024,0.024625866566931994
29.64,0.7832741219503259,0.025952981197894475,0.023619222191189098,0.023643308320642476,0.9310061479237629,0.02487194061041989,0.019486692622821645,0.024635218842995733
29.646,0.9887100882222103,0.023710229009421324,0.025252884548415663,0.02672388122628439,0.9309843743897176,0.02487878892575575,0.01949226289208672,0.024644573792440158
29.652,0.9551322138485911,0.02757501268042159,0.02128235454510647,0.02075547918866007,0.9309625951412399,0.024885638846048885,0.01949783459675736,0.024653931415954105
29.658,1.0754070215616531,0.022999662265842633,0.01862794489088005,0.023648017954498255,0.9309408101771512,0.024892490371514767,0.019503407737107657,0.02466329171422654
29.664,0.769503110469651,0.019462898363000688,0.020424920106065315,0.02462506862274418,0.9309190194962732,0.024899343502368786,0.019508982313411694,0.024672654687946566
